,English_title_token,Telugu_title_token
6598,MADDILINGADAHALLI,మద్దిలింగదహళ్లి
6599,INGALADAHAL,ఇంగలదాహల్
6600,GONEHAL,గోనెహల్
6601,HEBBATAM,హెబ్బటం
6602,LINGADAHALLI,లింగడహల్లి
6603,BOMMAGUNDANAHALLI,బొమ్మగుండనహళ్లి
6604,HONNUR,హొన్నూర్
6605,NAGARAKANVI,నాగరకన్వి
6606,MUDDATAMAGI,ముద్దతమగి
6607,PEDDAHYTA,పెద్దహైట
6608,MUGAMANAGUDI,ముగమనగూడి
6609,SAMMATHAGIRI,సమ్మతగిరి
6610,KAMMARCHEDU,కామార్చేడు
6611,KATRIKI,కత్రికి
6612,MANIKURTHI,మణికుర్తి
6613,ANGASKAL,అంగస్కల్
6614,KARADIGUDDAM,కారడిగుడ్డమ్
6615,THUMBALABEEDU,తుంబలబీడు
6616,MARAKATTU,మరకట్టు
6617,HOTHUR,హోతూర్
6618,KOYANAGAR,కోయనగర్
6619,ARIKERA,అరికేరా
6620,HATHI,హతి
6621,BELGAL,బెల్గల్
6622,KOTTALAL,కొట్టాలాల్
6623,"D,",డి.
6624,KOTAKONDA,కోటకొండ
6625,BAILUPATHIKONDA,బైలుపత్తికొండ
6626,GARLAPENTA,గార్లపెంట
6627,PALUKURUBANDA,పాలుకూరుబంద
6628,MULUGUNDAM,మూలగుండం
6629,VENGALAYADODDI,వెంగలాయదొడ్డి
6630,KHYRUPPALA,ఖైరుప్పల
6631,PUPPALADODDI,పుప్పలదొడ్డి
6632,VALAGONDA,వలగొండ
6633,BILLEKALLU,బిల్లెకల్లు
6634,ATTEKALLU,అట్టేకల్లు
6635,INAKALLU,ఇనకల్లు
6636,DODAGONDA,దోడగొండ
6637,KALAPARY,కలపరీ
6638,YATAKALLU,యాతకల్లు
6639,THURVAGAL,తుర్వగల్
6640,TANGARADONA,తంగరదోన
6641,BENIGERI,బెనిగెరి
6642,CHIGELI,చైగేలి
6643,CHOKKANAHALLI,చొక్కనహళ్లి
6644,SANKARABANDA,శంకరబండ
6645,PULLAPURAM,పుల్లపురం
6646,GUMMARALLA,గుమ్మరాల్ల
6647,LAKKAMDINNE,లక్కందిన్నె
6648,PALAKURTHY,పాలకూర్తి
6649,DEVARABANDA,దేవరబండ
6650,KAPPATRALLA,కప్పట్రాల్లా
6651,BANDAGATLA,బండగట్ల
6652,DUPPANAGURTHY,దుప్పనగుర్తి
6653,CHELIMALA,చెలిమల
6654,BETAPALLI,బీతపల్లి
6655,BANTUPALLI,బంటుపల్లి
6656,KARIDIKONDA,కరిదికొండ
6657,KARIVEMULA,కరివేముల
6658,GADDIRALA,గద్దిరాల
6659,KUNKANUR,కుంకానూరు
6660,PALLEDODDI,పల్లెదొడ్డి
6661,BHYRAVAKUNTA,భైరవకుంట
6662,VELAMAKURU,వెలమకూరు
6663,SINGAUPRAM,సింగౌప్రమ్
6664,VARIMUKKALA,వరిముక్కల
6665,KUKATIKONDA,కుక్కటికొండ
6666,THIPPATALAMARRI,తిప్పటలమర్రి
6667,NALLACHELIMALA,నల్లచెలిమల
6668,BURRAKUNTA,బుర్రకుంట
6669,THUVVADODDI,తువ్వదొడ్డి
6670,M.K.,ఎం.కె.
6671,GUNDLAKONDA,గుండ్లకొండ
6672,MANNEKUNTA,మన్నేకుంట
6673,YERRABADU,ఏర్రబడు
6674,POTHUGAL,పోతుగల్
6675,AGAVELI,అగవెల్లి
6676,YERUKALACHERUVU,ఏరుకలచెరువు
6677,AMAKATHADU,అమకతాడు
6678,KAMBALAPADU,కంబాలపాడు
6679,PENUMADA,పెనుమడ
6680,GUDEMPADU,గూడేంపాడు
6681,BAPANADODDI,బాపనదొడ్డి
6682,RAGULAPADU,రాగులపాడు
6683,LALMANPALLI,లాల్‌మన్‌పల్లి
6684,THEGADODDI,తెగదొడ్డి
6685,LAKKASAGARAM,లక్కసాగరం
6686,KOILKONDA,కోయిల్కొండ
6687,CHITYALA,చిట్యాల
6688,PULICHERLA,పులిచెర్ల
6689,KATARAKONDA,కతరకొండ
6690,BONTHIRALLA,బొంతిరాళ్ల
6691,PEDDODDI,పెద్దొడ్డి
6692,ALAMKONDA,ఆలంకొండ
6693,NARLAPURAM,నార్లపురం
6694,MALLEAPLLE,మల్లెపల్లె
6695,ALLUGUNDU,అల్లుకుండు
6696,PULLAGUMMI,పుల్లగుమ్మి
6697,SIDDANGATTU,సిద్ధాంగట్టు
6698,SARPARAJAPURAM,సర్పరాజపురం
6699,BALAPURAM,బలపురం
6700,BOYANAPALLE,బోయనపల్లి
6701,RATHNAPALLI,రత్నపల్లి
6702,YADARALLA,యడరల్లా
6703,SUDEPALLI,సుదేపల్లి
6704,KOSANAPALLI,కోసనపల్లి
6705,BINGIDODDI,బింగిదొడ్డి
6706,MANGAMPALLI,మంగంపల్లి
6707,KASAPURAM,కసాపురం
6708,PIKILIVANIPALLI,పికిలివానిపల్లి
6709,DASARADODDI,దాసరదొడ్డి
6710,CHERLAKOTHUR,చెర్లకొత్తూర్
6711,PERUMALA,పేరుమల
6712,GUVVALAKUNTLA,గువ్వలకుంట్ల
6713,BHOGOLU,బోగోలు
6714,PENDAKAL,పెండకల్లు
6715,MUDDAVARAM,ముద్దవరం
6716,MUSALAYACHERUVU,ముసలాయచెరువు
6717,MANDLAVANIPALLI,మండ్లవానిపల్లి
6718,BYANAPALLI,బ్యానపల్లి
6719,EMBOY,ఎంబాయ్
6720,SEETHARAMAUPRAM,సీతారామౌప్రమ్
6721,THAVISIKONDA,తావిసికొండ
6722,NAGAMALLAKUNTA,నాగమల్లకుంట
6723,GUTUPALLE,గుట్టుపల్లి
6724,CEMENT,సెమెంట్
6725,SAJJAKANI,సజ్జకని
6726,GORUKALLU,గోరుకల్లు
6727,VADDUGANDLA,వడ్డుగండ్ల
6728,THAMMARAJUPALLE,తమ్మరాజుపల్లి
6729,KONIDEDU,కొనిదేడు
6730,KOWLUR,కౌలూర్
6731,GONAVARAM,గోనవరం
6732,ANUPUR,ఆనుపూర్
6733,AHALYAPURAM,అహల్యపురం
6734,GAGGATUR,గగ్గటూర్
6735,GANI,గని
6736,MANCHALAKATTA,మంచాలకట్ట
6737,KORRAPOLUR,కొర్రపోలుర్
6738,BUJANUR,బుజనూర్
6739,GRANTHIVEMULA,గ్రంథివేముల
6740,ONDUTLA,ఒండుట్ల
6741,PAIBOGULA,పైబొగుల
6742,CHINDUKURU,చిందుకూరు
6743,KARIMADDALA,కరిమద్దాల
6744,GADIGAREVULA,గడిగరేవుల
6745,THIRUPADU,తిరుపాడు
6746,BHOJANAM,భోజనం
6747,SANTHAJUTUR,సంతజుటూరు
6748,BARAKALA,బారకాల
6749,WAKERS,వాకర్స్
6750,KAKANUR,కాకనూర్
6751,VENGALAREDDYPETA,వెంగలరెడ్డిపేట
6752,POLUR,పోలూరు
6753,RAYAMALPURAM,రాయమాల్‌పురం
6754,MUNAGALA,మునగాల
6755,PULIMADDI,పులిమడ్డి
6756,BHEEMAVARAM,భీమవరం
6757,VENKATESWARAPURAM,వెంకటేశ్వరపురం
6758,CHAPIREVULA,చాపిరేవుల
6759,RAITHUNAGAR,రైతునగర్
6760,AYYALUR,అయ్యలూర్
6761,BASAVATHARAKA,బసవతారక
6762,KANALA,కానాల
6763,SUGALIMETTA,సుగలిమెట్ట
6764,ABIIRPURAM,అబిర్పురం
6765,PUTTUPALLY,పుట్టుపల్లి
6766,SRINAGARAM,శ్రీనగరం
6767,MAHADEVAPURAM,మహదేవపురం
6768,PACHARLA,పచార్ల
6769,GUNDAMPADU,గుండంపాడు
6770,KHADARABADARA,ఖాదరాబాదర
6771,VEERAREDDIPALLI,వీరరెడ్డిపల్లి
6772,JEENAPALLE,జీనపల్లె
6773,CHENUGUDEM,చెనుగూడెం
6774,PADDAKAMBALAUR,పెద్దకంబాలర్
6775,KONDAMAYAPALLE,కొండమయపల్లె
6776,ERRAGUDINEE,ఎర్రగుడినీ
6777,CHILAKALUR,చిలకలూరు
6778,TUVVAPALLI,తువ్వాపల్లి
6779,NALLAVAGULAPALLI,నల్లవాగులపల్లి
6780,NAKKALADINNE,నక్కలదిన్నె
6781,MANDALUR,మందలూర్
6782,THIPPAREDDY,తిప్పరెడ్డి
6783,HARINAGARAM,హరినగరం
6784,CHITTARENIPALLI,చిత్తరేణిపల్లి
6785,BATHALUR,బతలూరు
6786,NANDIMPALLI,నందింపల్లి
6787,BRINDAVANAM,బృందావనం
6788,SHANTHINAGARAM,శాంతినగరం
6789,BACHAPURAM,బాచపురం
6790,JAMBULADINNE,జంబులదిన్నె
6791,PERAIPALLI,పెరైపల్లి
6792,GUBAGUNDAM,గూబగుండం
6793,DEVARAYAPURAM,దేవరాయపురం
6794,PEDDACHINTAKUNTA,పెద్దచింతకుంట
6795,WARDI&II,"వార్డ్I,II"
6796,TB,టి.బి.
6797,RAOD,రోడ్
6798,BBR,బి.బి.ఆర్.
6799,VISWAROOPA,విశ్వరూప
6800,PADAKANDLA,పడకండ్ల
6801,OBULAMPALLI,వబులంపల్లి
6802,YADAWADDA,యాదవడ్డ
6803,KONDAMAPALLI,కొండమపల్లి
6804,BACHEPALLI,బాచెపల్లి
6805,BACHEPALLE,బాచేపల్లి
6806,MARIPALLE,మరిపల్లె
6807,CHINTAKOMMADINNE,చింతకొమ్మదిన్నె
6808,RAMPALLE,రాంపల్లె
6809,BODHANAM,బోధనం
6810,THIPPANAPALLI,తిప్పనపల్లి
6811,THODENDLAPALLE,తోదెండ్లపల్లె
6812,MUTHYALAPADU,ముత్యాలపల్లె
6813,VANIPENTA,వనిపెంట
6814,O.G.,ఓ.జి.
6815,CHENCHUGUDEM,చెంచుగూడెం
6816,AVULAPALLI,ఆవులపల్లి
6817,BRAHAMANAPALLI,బ్రాహ్మణపల్లి
6818,GOTLUR,గొట్లూర్
6819,NAGALLAPADU,నాగల్లపాడు
6820,GUTHAPALEM,గుత్తపాలెం
6821,BUS,బస్
6822,STAND,స్టాండ్
6823,SETTIVEDU,సెట్టివెడు
6824,KADIRIPURAM,కదిరిపురం
6825,KOLUMULAPETA,కొలుములపేట
6826,VANGALI,వంగాలి
6827,NARSEPALLE,నరసేపల్లె
6828,KOTHPALLE,కొత్తపల్లె
6829,SUDDAMALLA,సుద్దమల్ల
6830,RUPANAGUDI,రూపనగుడి
6831,MAYALUR,మాయలూర్
6832,THUDUMULADINNE,తుడుములదిన్నె
6833,GOVINDAPALLE,గోవిందపల్లె
6834,PUCHAKAYALAPALLI,పుచ్చకాయలపల్లి
6835,INJEDU,ఇంజేడు
6836,KAKARAWADA,కాకరవాడ
6837,UMAPATHI,ఉమపతి
6838,GOVINDINNE,గోవిందిన్నె
6839,BURRAREDDIPALLE,బుర్రరెడ్డిపల్లె
6840,ARJUNAPURAM,అర్జునాపురం
6841,SAMBAVARAM,సంబవరం
6842,DEEBAGUNTLA,దేబాగుంట్ల
6843,PASURAPADU,పసురాపాడు
6844,KANALAPALLE,కానాలపల్లె
6845,TELLAPURI,తెల్లపురి
6846,RAYAPUDU,రాయపుడు
6847,KULLUR,కుల్లూర్
6848,VENTIVELAGALA,వెంటివెలగల
6849,PEDDAKOPPERLA,పెద్దకొప్పెర్ల
6850,VALLAMPADU,వల్లంపాడు
6851,MOGALAI,మొగలై
6852,JOLADARASI,జోలాడరాసి
6853,VELGATUR,వెల్గటూర్
6854,AMADALA,ఆమడల
6855,GUNAJALAPDU,గుణజలప్డు
6856,(GNAGAR),(గ్నగర్)
6857,KOILAKUNTLA,కోయిలకుంట్ల
6858,KATIKAVANIKUNTA,కటికవానికుంట
6859,FATHENAGAR,ఫతేనగర్
6860,DEVANAGAR,దేవనగర్
6861,RAMATHEERTHAM,రామతీర్థం
6862,NANDIVARGAM,నందివర్గం
6863,GULAMALIABAD,గులమాలియాబాద్
6864,PASUPULA,పసుపుల
6865,PEDDARAJUPALEM,పెద్దరాజుపాలెం
6866,CHERLOKOTHURU,చెర్లోకొత్తూరు
6867,JWALAPURAM,జ్వాలాపురం
6868,MADASUPALLI,మదసుపల్లి
6869,SADUKOTTAM,సదుకొత్తం
6870,YAGANTIPALLE,యాగంటిపల్లి
6871,BATHULURUPADU,బతులూరుపాడు
6872,PANDLAPURAM,పండ్లపురం
6873,VITTALAPURAM,విత్తలపురం
6874,TANGUTOOR,టంగుటూరు
6875,APPLAPURAM,అప్పలపురం
6876,KAIPA,కైపా
6877,PANCHAMPETA,పంచంపేట
6878,KASBA,కాస్బా
6879,BANUMUKKALA,బనుముక్కల
6880,RALLAKOTHURU,రాళ్లకొత్తూరు
6881,KAPULAPALLE,కాపులపల్లె
6882,HOTHRAMANDINNE,హోత్రమందిన్నె
6883,KAMALAPURI,కమలపూరి
6884,NATLAKOTHUR,నాట్లకొత్తూర్
6885,MUDIGODU,ముడిగోడు
6886,BONDALADINNE,బొందలదిన్నె
6887,EGGONI,ఎగ్గొని
6888,MUCHALAPURI,ముచలపురి
6889,MAGAPALLE,మగపల్లె
6890,MIKKINENIPALLE,మిక్కినేనిపల్లె
6891,AKKAMPALLI,అక్కంపల్లి
6892,NAYUNIPALLI,నాయునిపల్లి
6893,MIRJAPURAM,మీర్జాపురం
6894,SINGAVARAM,సింగవరం
6895,KALVATALA,కల్వటల
6896,MADANANTAPURAM,మదనంతపురం
6897,RAGHAVARAJAPALLI,రాఘవరాజపల్లి
6898,ABDULLAPURAM,అబ్దుళ్ళాపురం
6899,KORUMANIPALLE,కోరుమనిపల్లె
6900,THOLLAMADUGU,తొల్లమడుగు
6901,THIMMANAYUNIPETA,తీమ్మనాయునిపేట
6902,TADIPATHRI,తాడిపత్రి
6903,BOYALA,బోయల
6904,HANUMANTHAGUNDAM,హనుమంతగుండం
6905,PEDDAVENTHURLA,పెద్దవెంతుర్ల
6906,MANGAMPETA,మంగంపేట
6907,LINGAMBODU,లింగంబొడు
6908,GOKULADINNE,గోకులదిన్నె
6909,RAGAHVARAJAPURAM,రాగహ్వరజాపురం
6910,SIVAVARAM,శివవరం
6911,NICHENAMETLA,నిచ్చెనమెట్ల
6912,KUNUKUNTLA,కునుకుంట్ల
6913,ISRANAIK,ఇస్రానాయక్
6914,MANNE,మన్నే
6915,NAIK,నాయక్
6916,MARRIKUNTA,మర్రికుంట
6917,JUNUTHALA,జనుతల
6918,KONDAMANAYAUNIPALLI,కొండమనాయునిపల్లి
6919,PIKKILLAPALLI,పిక్కిళ్లపల్లి
6920,SANGAPATNAM,సంగపట్నం
6921,CHANUGONDLA,చనుగొండ్ల
6922,KASIPURAM,కాశీపురం
6923,CHINNAPODILLA,చిన్నపోడిల్లా
6924,MADINENIDODDI,మదినేనిదొడ్డి
6925,BOINCHERUPALLI,బౌయించేరుపల్లి
6926,METTUPALLE,మెట్టుపల్లి
6927,YENUGUMARRI,ఏనుగుమర్రి
6928,VENKATAMPALLI,వేంకటంపల్లి
6929,JALADURGAM,జలదుర్గం
6930,GOPALANAGARAM,గోపాలనగరం
6931,MUNIMADUGU,మునిమడుగు
6932,SIDDANAGATTU,సిద్ధనగట్టు
6933,GUTLAPALLI,గుట్లపల్లి
6934,KOMMEMARRI,కొమ్మెమర్రి
6935,VENKATAKONDAIAHPURAM,వెంకటకొండయ్యపురం
6936,BOYAVANDLAPALLI,బోయవాండ్లపల్లి
6937,JAKKASANIKUNTLA,జక్కసానికుంట్ల
6938,NALLAMEKALAPALLI,నల్లమేకలపల్లి
6939,SEETAMMA,సీతమ్మ
6940,ABBIREDDYPALLI,అబ్బిరెడ్డిపల్లి
6941,BONTIRALLA,బొంటిరాళ్ల
6942,JAGADURTHI,జగదుర్తి
6943,THATIMANU,తాటిమను
6944,KAMAGANIKUNTLA,కామగనికుంట్ల
6945,NALLAGUTTA,నల్లగుట్ట
6946,"PATHAPETA,","పాతపేట,"
6947,VALSALA,వల్సల
6948,CHINTALAPETA,చింతలపేట
6949,KANNEPUKUNTA,కన్నెపుకుంట
6950,KOCHERUVU,కొచ్చేరువు
6951,UNGARANIGUNDLA,ఉంగరానిగుండ్ల
6952,SEESAMGUNTLA,సీసంగుంట్ల
6953,MIDDEPALLI,మిద్దేపల్లి
6954,TADUR,తాడూర్
6955,EDDUPENTA,ఎద్దుపెంట
6956,RAMADURGAM,రామదుర్గం
6957,INDARAMPALLI,ఇందరంపల్లి
6958,SHOTRIUM,షోట్రియం
6959,TIRUNAMPALLI,తిరునంపల్లి
6960,KOTRAI,కోట్రై
6961,REKULAKUNTA,రేకులకుంట
6962,NAKKALAVAGUPALLI,నక్కలవాగుపల్లి
6963,NALLAGUNDLA,నల్లగుండ్ల
6964,NUNUSURALA,నునుసురల
6965,LINGNENIDODDI,లింగ్నేనిదొడ్డి
6966,RAMAKONDA,రామకొండ
6967,KOTHIKONDA,కోతికొండ
6968,EDDULADODDI,ఎద్దులదొడ్డి
6969,GIRIGETLA,గిరిజెట్ల
6970,MAMILLAKUNTLA,మామిళ్లకుంట్ల
6971,D.C.,డి.సి.
6972,RALLA,రాళ్ల
6973,GUDESELU,గుడిసెలు
6974,RAMALINGAYAPALLI,రామలింగయపల్లి
6975,LANKAYAPALLI,లంకాయపల్లి
6976,Y.G.,వై.జి.
6977,KADAMAKUNTLA,కదమకుంట్ల
6978,BOLLUVANIPALLI,బొల్లువానిపల్లి
6979,PAGIDIROY,పాజిడీరోయి
6980,JONNAGIRI,జొన్నగిరి
6981,DESAI,దేశాయ్
6982,JAPLA,జాప్ల
6983,K.C.,కె.సి.
6984,MIDDETHANDA,మిద్దెతండా
6985,ATIKALAGUNDU,అతికలగుండు
6986,DEVANABANDA,దేవనబాండ
6987,J.M.,జె.ఎం.
6988,KOTHIRALLA,కోతిరాళ్ల
6989,KANAKADINNE,కనకదిన్నే
6990,PANDIKONA,పండికోనా
6991,KURUVALADODDI,కురువలదొడ్డి
6992,CHINNAHULTHI,చిన్నహుల్తి
6993,PEDDAHULTHI,పెద్దహుల్తి
6994,PUTCHAKAYALAMADA,పుచ్చకాయలమాడ
6995,PERAVALI,పెరవలి
6996,MADANANTHAPRUAM,మదనంతపురం
6997,YEDAVALI,ఏడవలి
6998,GIDDAIAH,గిడ్డయ్య
6999,BOJJINAYUNIPETA,బొజ్జినాయునిపేట
7000,MADDAMMA,ఆలయం
7001,DEGALAHAL,డేగలహల్
7002,KHAJIPURAM,ఖాజీపురం
7003,BALLUR,బల్లుర్
7004,SIDDAPURAM,సిద్ధపురం
7005,AMRUTHAPURAM,అమృతపురం
7006,BOLAGOTA,బోలగోట
7007,VIRUPAPURAM,విరుపపురం
7008,BILEHAL,బిలెహల్
7009,NITRAVATTI,నిట్రవట్టి
7010,PATCHARAPALLI,పట్చరపల్లి
7011,HALAHARVI,హలహర్వి
7012,HARDAGERI,హడ్డగిరి
7013,MEDEHAL,మేదేహల్
7014,KAMINHAL,కమిన్హల్
7015,CHINTHAKUNTA,చింతకుంట
7016,SIRUGAPURAM,సిరుగపురం
7017,SREEDARAHAL,శశ్రీధరహాల్
7018,BEVINAHAL,బేవినహళ్
7019,SANTHANIKOTA,సంతానికోట
7020,KUDLUR,కుందులూరు
7021,MACHAPRAM,మచాపురం
7022,(BHARATHI),(భారతి)
7023,VEMPALLE,వెంపల్లె
7024,(BLOCK,(బ్లాక్
7025,IV),IV)
7026,(BSSR,(బి.ఎస్.ఎస్.ఆర్.
7027,(CANAL,(కెనాల్
7028,AREA),ఏరియా)
7029,MALYALA,మల్యాల
7030,(CENTAL),(సెంటల్)
7031,"(CENTRAL),",(సెంట్రల్)
7032,ATAMKUR,ఆత్మకుర్
7033,(D.,(డి.
7034,PURAM),పురం)
7035,(GANDHIGRAM),(గాంధీగ్రామ్)
7036,MEDAPADUN,మెడపడున్
7037,(HB,(హెచ్.బి.
7038,AGASALADINNE,అగసాలదిన్నె
7039,KOWTHALAM,కౌతాలం
7040,ROWDUR,రౌడూర్
7041,UPPARAHAL,ఉప్పరహల్
7042,KUNTANAHAL,కుంతనహల్
7043,BADINEHAL,బడినెహల్
7044,HARIVARAM,హరివరం
7045,YELLARTHY,ఎల్లర్తి
7046,HOLAGUNDA,హొలగుండా
7047,GULYAM,గుల్యం
7048,(KVS,(కె.వి.ఎస్.
7049,(LANKA),(లంక)
7050,U.R.,యు.ఆర్.
7051,GORLAVARI,ఈ.)
7052,VEERILLAPADU,వీరిళ్లపాడు
7053,"DONABANDA,",దొనబండ
7054,YERIGIRI,ఎరిగిరి
7055,VADDAMANU,వద్దమాను
7056,SIGARAJUPALLI,సిగరాజుపల్లి
7057,REGADIGUDUR,రేగడిగూడూరు
7058,VELPANUR,వెల్పనూరు
7059,VEMPENTA,వెంపెంట
7060,PULAKURTHY,పులకూర్తి
7061,VARKUR,వర్కుర్
7062,AMADAGUNTLA,ఆమడగుంట్ల
7063,LADDAGIRI,లద్దగిరి
7064,KHYRAWADI,ఖైరావాడి
7065,KADUBUR,కాదుబూర్
7066,MOLAGAVALLI,మొలగవల్లి
7067,NAGARUR,నాగరూరు
7068,CHINNAHOTUR,చిన్నహోతుర్
7069,DEVANAKONDA,దేవనకొండ
7070,RAMALAKOTA,రామాలకోట
7071,CHERUKULAPADU,చెరుకులపాడు
7072,GOVARDHNAGIRI,గోవర్ద్నగిరి
7073,KADAMALAKALVA,కడమలకాల్వ
7074,YELLAVATHULLA,ఎల్లవతుల్లా
7075,ALAMUR,అలమూర్
7076,CHAKARAJUVEMULA,చాకరాజువేముల
7077,JULEPALLE,జులెపల్లె
7078,YALLUR,యలూర్
7079,PALUKUR,పలుకుర్
7080,AKKUMALLA,అక్కుమల
7081,SANJAMALA,సంజామల
7082,PERUSOMALA,పెరుసోమాల
7083,GIDDALUR,గిద్దలూర్
7084,NOSSAM,నోస్సాం
7085,GORVIMANUPALLE,గోర్విమనుపల్లె
7086,PETNIKOTA,పేటనికోట
7087,NANDIPADU,నందిపాడు
7088,KANAKADRIPALLI,కనకద్రిపల్లి
7089,ANKIREDDIPALLI,అంకిరెడ్డిపల్లి
7090,BANDARLAPALLE,బందర్లపల్లె
7091,CHINTALAYAPALLE,చింతలాయపల్లి
7092,POTHIDODDI,పోతిదొడ్డి
7093,PEAPULLY,పియపుల్లి
7094,RACHERLA,రాచేర్ల
7095,BURUGULA,బూరుగుల
7096,"PALLI,",పల్లి
7097,NEMAKAL,నేమకల్
7098,YERUR,ఎరూరు
7099,CHIPPAGIRI,చిప్పగిరి
7100,"(M),",(ఎం.)
7101,KANCHARLA,కంచర్ల
7102,RAYAPUDI,రాయపూడి
7103,SEKURU,సేకూరు
7104,HALVI,హాల్వి
7105,KADUMUR,కడుమూరు
7106,NANNUR,నన్నూరు
7107,ALWALA,అల్వాల
7108,KULUMALA,కులుమల
7109,VEMUGODU,వేముగోడు
7110,ERRABADU,ఎర్రబాడు
7111,YERRAKOTA,ఏర్రకోట
7112,KOTEKAL,కోటెకల్
7113,TERNEKAL,తేర్నెకల్
7114,CHAGALAMARRI,చాగలమర్రి
7115,GUNDUPAPALA,గుండుపాపల
7116,ALVAKONDA,అల్వకొండ
7117,HOSUR,హోసూర్
7118,"(MAIN),",(మెయిన్)
7119,SEETHARAMAPURAM,సీతారామపురం
7120,KALLIPALEM,కల్లిపాలెం
7121,KONAPALEM,కొనపాలెం
7122,PALLAPATLA,పల్లపట్ల
7123,PRAGNAM,ప్రజ్ఞం
7124,"U,",యు.
7125,(MUSLIM,(ముస్లిం
7126,STREET),వీధి)
7127,HORISPET,హోరిస్పెట్
7128,GUDIKAMBALI,గుడికంబలి
7129,CHERUKUCHERLA,చెరుకుచెర్ల
7130,G.C.,జి.సి.
7131,DORNIPADU,దొర్నిపాడు
7132,(NN,(ఎన్.ఎన్.
7133,(OLD),(పాత)
7134,(PETA),(పేట)
7135,VALLABHAPURAM,వల్లభాపురం
7136,THUMULURU,తూములూరు
7137,CHOWTAKUR,చౌటకుర్
7138,LODDIPALLE,లొడ్డిపల్లె
7139,PARLA,పార్ల
7140,ULINDAKONDA,ఉలిందకొండ
7141,REVANUR,రెవనూరు
7142,GULLADURTHY,గుల్లదూర్తి
7143,CHAMPADU,చంపాడు
7144,CHAVALI,చవాలి
7145,KUCHELLAPADU,కూచెళ్ళపాడు
7146,VARAHAPURAM,వరహపురం
7147,(RLY,(ఆర్.ఎల్.వై.
7148,(RR,(ఆర్.ఆర్.
7149,"CENTRE),",సెంటర్)
7150,(S,(ఎస్..
7151,PENCHIKALAPADU,పెంచికలపాడు
7152,(SB,(ఎస్.బి.
7153,"PETA),",పేట)
7154,(SPL,(ఎస్.పి.ఎల్.
7155,GANNDHI),గాంధి)
7156,MAHANADI,మహానది
7157,(SW),(ఎస్.
7158,",.",పాఠశాల)
7159,"(T),",(టి.)
7160,(TELUGU,(తెలుగు
7161,HARICHNDARAPURAM,హరిచంద్రాపురం
7162,MANNAVA,మన్నవ
7163,PEDAMATLAPUDI,పెదమట్లపూడి
7164,HAJARATHJI,హజరత్జి
7165,PANCHALINGALA,పంచలింగాల
7166,VADDEMAN,వడ్డేమాన్
7167,BSSR,బి.ఎస్.ఎస్.ఆర్.
7168,RAHAMATH,రహమత్
7169,TANGADANCHA,తంగదంచ
7170,QUIBLA,క్విబ్ల
7171,KURUKUNDA,కురుకుండా
7172,PEDDAHOTHUR,పెద్దహోతూర్
7173,BILAKALAGUDUR,బిలకలగూడూరు
7174,GAJULAPALLE,గాజులపల్లె
7175,BOYALAKUNTLA,బోయాలకుంట్ల
7176,MADHADEVAPURAM,మాధదేవపురం
7177,"(U),",(యు.)
7178,JAMPANI,జంపాని
7179,PASUMARRU,పాసుమర్రు
7180,PODAPADU,పొడపాడు
7181,HUSSAIN,హుస్సేన్
7182,VEMULURIPADU,వేములూరిపాడు
7183,PONUGUPADU,పోనుగుపాడు
7184,NADIMPET,నదింపేట్
7185,PRATHIPADU,ప్రత్తిపాడు
7186,TATIPADU,తాటిపాడు
7187,JUPADU,జూపాడు
7188,VADLAMUDI,వడ్లమూడి
7189,BODEPADU,బోడెపాడు
7190,(XTH,(X
7191,MPUPS,మండల పరిషత్ ప్రాథమికోన్నత పాఠశాల (MPUPS)
7192,DUCHERTHI,దుచేర్తి
7193,VEERABHADRAPURAM,వీరభద్రపురం
7194,LABBARTHI,లబ్బర్తి
7195,AMINABADA,అమినాబాద
7196,APPALARAJUPETA,అప్పలరాజుపేట
7197,BILLANANDURU,బిల్లనందురు
7198,KAMATAM,కంటాం
7199,DONDAVAKA,దోండవక
7200,KOLIMERU,కొలిమేరు
7201,REKHAVANIPALEM,రేఖవానిపాలెం
7202,GOPALAPATNAM,గోపాలపట్నం
7203,YELLAYYAPETA,ఎల్లయ్యపేట
7204,GORASAPALEM,గొరసపాలెం
7205,PATACHODIPALLIPETA,పటచోడిపల్లిపేట
7206,AV,ఎ.వి.
7207,PEDAVEEDI,పెదవీడి
7208,CHINAJAGGAMPETA,చినజగ్గంపేట
7209,MANDAPAM,మండపం
7210,TIRUPATHI,తిరుపతి
7211,VAZRAKUTAM,వాజ్రకుటం
7212,PEDDIPALEM,పెద్దిపాలెం
7213,ROUTHUPALEM,రౌతుపాలెం
7214,SHANKARLAPUDI,శంకర్లపూడి
7215,POTHULURU,పోతులూరు
7216,MARRIVEEDU,మర్రివేడు
7217,LAKSHMIPURAM,లక్ష్మీపురం
7218,(C),(సి.)
7219,ZADERU,జాడెరు
7220,JAGGAMPALEM,జగ్గంపాలెం
7221,MOLLERU,మొల్లేరు
7222,SEETHAPALLE,సీతాపల్లె
7223,DANDANGI,దండంగి
7224,RAMACHANDRA,రామచంద్ర
7225,CHEEPURA,చీపుర
7226,BOLLEDDUPALEM,బొల్లెడ్డుపాలెం
7227,GARAGALAM,గరగలం
7228,KOTI,కోటి
7229,JAMBUPATNAM,జంబుపట్నం
7230,BURUGUPUDI,బురుగుపూడి
